State,District,Median Income,College%
Minnesota,"Congressional District 6 (115th Congress), Minnesota",77049,29.5
Minnesota,"Congressional District 7 (115th Congress), Minnesota",52620,21.8
Minnesota,"Congressional District 8 (115th Congress), Minnesota",53676,23.0
Mississippi,"Congressional District 1 (115th Congress), Mississippi",43194,20.7
Mississippi,"Congressional District 2 (115th Congress), Mississippi",34392,19.3
Mississippi,"Congressional District 3 (115th Congress), Mississippi",45115,25.9
Mississippi,"Congressional District 4 (115th Congress), Mississippi",45192,21.1
Missouri,"Congressional District 1 (115th Congress), Missouri",45172,31.8
Missouri,"Congressional District 2 (115th Congress), Missouri",79724,49.2
Missouri,"Congressional District 3 (115th Congress), Missouri",61929,26.4
Missouri,"Congressional District 4 (115th Congress), Missouri",48065,23.9
Missouri,"Congressional District 5 (115th Congress), Missouri",48693,28.2
Missouri,"Congressional District 6 (115th Congress), Missouri",58532,28.6
Missouri,"Congressional District 7 (115th Congress), Missouri",44619,23.2
Missouri,"Congressional District 8 (115th Congress), Missouri",40639,15.0
Montana,"Congressional District (at Large) (115th Congress), Montana",50027,31.0
Nebraska,"Congressional District 1 (115th Congress), Nebraska",58537,32.5
Nebraska,"Congressional District 2 (115th Congress), Nebraska",62621,39.2
Nebraska,"Congressional District 3 (115th Congress), Nebraska",50985,22.2
Nevada,"Congressional District 1 (115th Congress), Nevada",38000,15.2
Nevada,"Congressional District 2 (115th Congress), Nevada",58214,25.5
Nevada,"Congressional District 3 (115th Congress), Nevada",68396,31.5
Nevada,"Congressional District 4 (115th Congress), Nevada",55712,20.4
New Hampshire,"Congressional District 1 (115th Congress), New Hampshire",71277,37.2
New Hampshire,"Congressional District 2 (115th Congress), New Hampshire",70524,35.9
New Jersey,"Congressional District 1 (115th Congress), New Jersey",68208,30.4
New Jersey,"Congressional District 10 (115th Congress), New Jersey",50100,28.3
New Jersey,"Congressional District 11 (115th Congress), New Jersey",108260,54.4
New Jersey,"Congressional District 12 (115th Congress), New Jersey",85744,45.5
New Jersey,"Congressional District 2 (115th Congress), New Jersey",60756,25.8
New Jersey,"Congressional District 3 (115th Congress), New Jersey",74537,33.9
New Jersey,"Congressional District 4 (115th Congress), New Jersey",78511,39.6
New Jersey,"Congressional District 5 (115th Congress), New Jersey",100219,47.7
New Jersey,"Congressional District 6 (115th Congress), New Jersey",79229,38.9
New Jersey,"Congressional District 7 (115th Congress), New Jersey",106896,51.3
New Jersey,"Congressional District 8 (115th Congress), New Jersey",57391,33.1
New Jersey,"Congressional District 9 (115th Congress), New Jersey",64964,33.6
New Mexico,"Congressional District 1 (115th Congress), New Mexico",49570,32.9
New Mexico,"Congressional District 2 (115th Congress), New Mexico",41797,21.0
New Mexico,"Congressional District 3 (115th Congress), New Mexico",49210,27.2
New York,"Congressional District 1 (115th Congress), New York",90435,34.1
New York,"Congressional District 10 (115th Congress), New York",85756,60.3
New York,"Congressional District 11 (115th Congress), New York",71072,34.4
New York,"Congressional District 12 (115th Congress), New York",100281,72.2
New York,"Congressional District 13 (115th Congress), New York",41103,31.0
New York,"Congressional District 14 (115th Congress), New York",53512,25.6
New York,"Congressional District 15 (115th Congress), New York",29234,12.4
New York,"Congressional District 16 (115th Congress), New York",69086,40.6
New York,"Congressional District 17 (115th Congress), New York",94451,44.5
New York,"Congressional District 18 (115th Congress), New York",80493,35.7
New York,"Congressional District 19 (115th Congress), New York",59619,29.2
New York,"Congressional District 2 (115th Congress), New York",93362,31.2
New York,"Congressional District 20 (115th Congress), New York",64226,38.7
New York,"Congressional District 21 (115th Congress), New York",52350,23.2
New York,"Congressional District 22 (115th Congress), New York",52967,26.0
New York,"Congressional District 23 (115th Congress), New York",48730,26.1
New York,"Congressional District 24 (115th Congress), New York",56388,30.3
New York,"Congressional District 25 (115th Congress), New York",53723,37.3
New York,"Congressional District 26 (115th Congress), New York",47358,30.8
New York,"Congressional District 27 (115th Congress), New York",62698,30.7
New York,"Congressional District 3 (115th Congress), New York",111504,51.6
New York,"Congressional District 4 (115th Congress), New York",100178,42.5
New York,"Congressional District 5 (115th Congress), New York",66529,25.5
New York,"Congressional District 6 (115th Congress), New York",61956,35.9
New York,"Congressional District 7 (115th Congress), New York",55207,33.7
New York,"Congressional District 8 (115th Congress), New York",51634,33.7
New York,"Congressional District 9 (115th Congress), New York",54895,37.5
North Carolina,"Congressional District 1 (115th Congress), North Carolina",40895,27.7
North Carolina,"Congressional District 10 (115th Congress), North Carolina",46508,24.6
North Carolina,"Congressional District 11 (115th Congress), North Carolina",43855,24.0
North Carolina,"Congressional District 12 (115th Congress), North Carolina",59268,39.8
North Carolina,"Congressional District 13 (115th Congress), North Carolina",47440,27.0
North Carolina,"Congressional District 2 (115th Congress), North Carolina",65792,36.2
North Carolina,"Congressional District 3 (115th Congress), North Carolina",47565,22.8
North Carolina,"Congressional District 4 (115th Congress), North Carolina",70587,54.5
North Carolina,"Congressional District 5 (115th Congress), North Carolina",45001,26.3
North Carolina,"Congressional District 6 (115th Congress), North Carolina",47335,24.6
North Carolina,"Congressional District 7 (115th Congress), North Carolina",45002,24.9
North Carolina,"Congressional District 8 (115th Congress), North Carolina",50570,26.5
North Carolina,"Congressional District 9 (115th Congress), North Carolina",55913,33.8
North Dakota,"Congressional District (at Large) (115th Congress), North Dakota",60656,29.6
Ohio,"Congressional District 1 (115th Congress), Ohio",55712,33.8
Ohio,"Congressional District 10 (115th Congress), Ohio",49988,27.9
Ohio,"Congressional District 11 (115th Congress), Ohio",35735,26.8
Ohio,"Congressional District 12 (115th Congress), Ohio",67415,41.0
Ohio,"Congressional District 13 (115th Congress), Ohio",42430,23.7
Ohio,"Congressional District 14 (115th Congress), Ohio",63362,34.1
Ohio,"Congressional District 15 (115th Congress), Ohio",61514,31.4
Ohio,"Congressional District 16 (115th Congress), Ohio",64197,33.3
Ohio,"Congressional District 2 (115th Congress), Ohio",55472,32.3
Ohio,"Congressional District 3 (115th Congress), Ohio",45860,27.8
Ohio,"Congressional District 4 (115th Congress), Ohio",52632,17.9
Ohio,"Congressional District 5 (115th Congress), Ohio",57171,26.2
Ohio,"Congressional District 6 (115th Congress), Ohio",46839,15.9
Ohio,"Congressional District 7 (115th Congress), Ohio",53374,20.9
Ohio,"Congressional District 8 (115th Congress), Ohio",58213,23.8
Ohio,"Congressional District 9 (115th Congress), Ohio",41417,21.6
Oklahoma,"Congressional District 1 (115th Congress), Oklahoma",52319,30.2
Oklahoma,"Congressional District 2 (115th Congress), Oklahoma",40770,17.0
Oklahoma,"Congressional District 3 (115th Congress), Oklahoma",47724,22.9
Oklahoma,"Congressional District 4 (115th Congress), Oklahoma",55183,25.5
Oklahoma,"Congressional District 5 (115th Congress), Oklahoma",49616,30.1
Oregon,"Congressional District 1 (115th Congress), Oregon",72097,41.1
Oregon,"Congressional District 2 (115th Congress), Oregon",49837,23.8
Oregon,"Congressional District 3 (115th Congress), Oregon",63231,41.2
Oregon,"Congressional District 4 (115th Congress), Oregon",46749,26.7
Oregon,"Congressional District 5 (115th Congress), Oregon",60395,30.0
Pennsylvania,"Congressional District 1 (115th Congress), Pennsylvania",45025,27.4
Pennsylvania,"Congressional District 10 (115th Congress), Pennsylvania",52199,22.5
Pennsylvania,"Congressional District 11 (115th Congress), Pennsylvania",53833,25.1
Pennsylvania,"Congressional District 12 (115th Congress), Pennsylvania",60387,33.7
Pennsylvania,"Congressional District 13 (115th Congress), Pennsylvania",60105,35.4
Pennsylvania,"Congressional District 14 (115th Congress), Pennsylvania",44939,35.4
Pennsylvania,"Congressional District 15 (115th Congress), Pennsylvania",62755,29.2
Pennsylvania,"Congressional District 16 (115th Congress), Pennsylvania",57144,25.1
Pennsylvania,"Congressional District 17 (115th Congress), Pennsylvania",51635,22.7
Pennsylvania,"Congressional District 18 (115th Congress), Pennsylvania",63825,36.5
Pennsylvania,"Congressional District 2 (115th Congress), Pennsylvania",41320,36.7
Pennsylvania,"Congressional District 3 (115th Congress), Pennsylvania",51289,26.5
Pennsylvania,"Congressional District 4 (115th Congress), Pennsylvania",61333,26.7
Pennsylvania,"Congressional District 5 (115th Congress), Pennsylvania",48410,25.1
Pennsylvania,"Congressional District 6 (115th Congress), Pennsylvania",82139,43.2
Pennsylvania,"Congressional District 7 (115th Congress), Pennsylvania",85881,43.4
Pennsylvania,"Congressional District 8 (115th Congress), Pennsylvania",80199,39.7
Pennsylvania,"Congressional District 9 (115th Congress), Pennsylvania",47697,18.6
Rhode Island,"Congressional District 1 (115th Congress), Rhode Island",56547,34.2
Rhode Island,"Congressional District 2 (115th Congress), Rhode Island",63976,34.0
South Carolina,"Congressional District 1 (115th Congress), South Carolina",64973,39.9
South Carolina,"Congressional District 2 (115th Congress), South Carolina",57253,33.5
South Carolina,"Congressional District 3 (115th Congress), South Carolina",45042,22.0
South Carolina,"Congressional District 4 (115th Congress), South Carolina",51718,30.7
South Carolina,"Congressional District 5 (115th Congress), South Carolina",48743,23.0
South Carolina,"Congressional District 6 (115th Congress), South Carolina",35296,19.6
South Carolina,"Congressional District 7 (115th Congress), South Carolina",43146,20.1
South Dakota,"Congressional District (at Large) (115th Congress), South Dakota",54467,28.9
Tennessee,"Congressional District 1 (115th Congress), Tennessee",41006,19.4
Tennessee,"Congressional District 2 (115th Congress), Tennessee",50701,31.0
Tennessee,"Congressional District 3 (115th Congress), Tennessee",43938,22.7
Tennessee,"Congressional District 4 (115th Congress), Tennessee",50598,22.6
Tennessee,"Congressional District 5 (115th Congress), Tennessee",54470,37.5
Tennessee,"Congressional District 6 (115th Congress), Tennessee",50731,21.9
Tennessee,"Congressional District 7 (115th Congress), Tennessee",53276,28.1
Tennessee,"Congressional District 8 (115th Congress), Tennessee",54145,27.6
Tennessee,"Congressional District 9 (115th Congress), Tennessee",39761,24.1
Texas,"Congressional District 1 (115th Congress), Texas",45313,20.9
Texas,"Congressional District 10 (115th Congress), Texas",73476,38.7
Texas,"Congressional District 11 (115th Congress), Texas",50602,20.4
Texas,"Congressional District 12 (115th Congress), Texas",62214,29.9
Texas,"Congressional District 13 (115th Congress), Texas",50150,20.4
Texas,"Congressional District 14 (115th Congress), Texas",58103,22.7
Texas,"Congressional District 15 (115th Congress), Texas",41947,19.8
Texas,"Congressional District 16 (115th Congress), Texas",44045,23.9
Texas,"Congressional District 17 (115th Congress), Texas",50888,29.4
Texas,"Congressional District 18 (115th Congress), Texas",42662,22.4
Texas,"Congressional District 19 (115th Congress), Texas",47875,22.4
Texas,"Congressional District 2 (115th Congress), Texas",72711,40.8
Texas,"Congressional District 20 (115th Congress), Texas",49421,24.7
Texas,"Congressional District 21 (115th Congress), Texas",68987,45.1
Texas,"Congressional District 22 (115th Congress), Texas",87901,45.1
Texas,"Congressional District 23 (115th Congress), Texas",51293,21.7
Texas,"Congressional District 24 (115th Congress), Texas",70454,44.7
Texas,"Congressional District 25 (115th Congress), Texas",69083,37.2
Texas,"Congressional District 26 (115th Congress), Texas",87272,44.2
Texas,"Congressional District 27 (115th Congress), Texas",53047,20.3
Texas,"Congressional District 28 (115th Congress), Texas",44021,17.7
Texas,"Congressional District 29 (115th Congress), Texas",41737,10.4
Texas,"Congressional District 3 (115th Congress), Texas",88619,53.5
Texas,"Congressional District 30 (115th Congress), Texas",44689,20.5
Texas,"Congressional District 31 (115th Congress), Texas",69228,34.3
Texas,"Congressional District 32 (115th Congress), Texas",70119,43.4
Texas,"Congressional District 33 (115th Congress), Texas",38445,9.3
Texas,"Congressional District 34 (115th Congress), Texas",37989,15.1
Texas,"Congressional District 35 (115th Congress), Texas",48490,20.4
Texas,"Congressional District 36 (115th Congress), Texas",58984,19.4
Texas,"Congressional District 4 (115th Congress), Texas",52481,22.1
Texas,"Congressional District 5 (115th Congress), Texas",50536,21.1
Texas,"Congressional District 6 (115th Congress), Texas",65758,28.7
Texas,"Congressional District 7 (115th Congress), Texas",71183,50.7
Texas,"Congressional District 8 (115th Congress), Texas",64861,30.2
Texas,"Congressional District 9 (115th Congress), Texas",46048,23.8
Utah,"Congressional District 1 (115th Congress), Utah",65896,28.9
Utah,"Congressional District 2 (115th Congress), Utah",60700,32.5
Utah,"Congressional District 3 (115th Congress), Utah",70763,41.6
Utah,"Congressional District 4 (115th Congress), Utah",68711,28.2
Vermont,"Congressional District (at Large) (115th Congress), Vermont",57677,36.4
Virginia,"Congressional District 1 (115th Congress), Virginia",81338,37.5
Virginia,"Congressional District 10 (115th Congress), Virginia",120384,54.3
Virginia,"Congressional District 11 (115th Congress), Virginia",106554,55.5
Virginia,"Congressional District 2 (115th Congress), Virginia",66953,34.4
Virginia,"Congressional District 3 (115th Congress), Virginia",51794,26.2
Virginia,"Congressional District 4 (115th Congress), Virginia",54607,30.1
Virginia,"Congressional District 5 (115th Congress), Virginia",52237,27.9
Virginia,"Congressional District 6 (115th Congress), Virginia",50061,26.6
Virginia,"Congressional District 7 (115th Congress), Virginia",73580,39.0
Virginia,"Congressional District 8 (115th Congress), Virginia",100719,61.8
Virginia,"Congressional District 9 (115th Congress), Virginia",41698,20.4
Washington,"Congressional District 1 (115th Congress), Washington",91018,43.4
Washington,"Congressional District 10 (115th Congress), Washington",62206,28.7
Washington,"Congressional District 2 (115th Congress), Washington",65187,30.3
Washington,"Congressional District 3 (115th Congress), Washington",61304,25.4
Washington,"Congressional District 4 (115th Congress), Washington",52484,20.1
Washington,"Congressional District 5 (115th Congress), Washington",51697,30.4
Washington,"Congressional District 6 (115th Congress), Washington",60616,29.7
Washington,"Congressional District 7 (115th Congress), Washington",84579,61.0
Washington,"Congressional District 8 (115th Congress), Washington",79516,34.5
Washington,"Congressional District 9 (115th Congress), Washington",75407,41.8
West Virginia,"Congressional District 1 (115th Congress), West Virginia",45611,23.5
West Virginia,"Congressional District 2 (115th Congress), West Virginia",48358,21.5
West Virginia,"Congressional District 3 (115th Congress), West Virginia",37728,17.4
Wisconsin,"Congressional District 1 (115th Congress), Wisconsin",61589,28.2
Wisconsin,"Congressional District 2 (115th Congress), Wisconsin",65589,42.6
Wisconsin,"Congressional District 3 (115th Congress), Wisconsin",52154,25.4
Wisconsin,"Congressional District 4 (115th Congress), Wisconsin",41816,27.4
Wisconsin,"Congressional District 5 (115th Congress), Wisconsin",68162,36.9
Wisconsin,"Congressional District 6 (115th Congress), Wisconsin",57129,26.4
Wisconsin,"Congressional District 7 (115th Congress), Wisconsin",51738,23.1
Wisconsin,"Congressional District 8 (115th Congress), Wisconsin",57888,25.4
Wyoming,"Congressional District (at Large) (115th Congress), Wyoming",59882,27.1
